,Unnamed: 0,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
225,27565,0x2375,36.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Urban,45,20002.520251320853
226,39492,0x306a,24.0,4.9,Windy,Low,2,Drinks,scooter,,No,Urban,11,20002.520251320853
227,8354,0x1338,28.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,20002.520251320853
228,24393,0x9de8,32.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,20002.520251320722
229,39817,0xbb2c,33.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.520251320722
230,25334,0x4867,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,20002.520251320722
231,12423,0x144e,38.0,4.7,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,28,20002.520251320722
232,20819,0x40cd,28.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,26,20002.520251320722
233,42962,0x5c71,36.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,36,20002.520251320722
234,26078,0x97f9,26.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520251320722
235,45573,0x59ae,30.0,4.6,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520251320722
236,39774,0xaf08,23.0,4.9,Sunny,Low,0,Buffet,motorcycle,,No,Metropolitian,26,20002.520251320722
237,39751,0x739b,38.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520251320722
238,6326,0x521c,33.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.520251320722
239,13413,0xd963,28.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,22,20002.520251320722
240,2917,0x8ef8,28.0,4.8,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,20002.520251320722
241,2229,0x40ba,22.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.520251320722
242,22807,0xbc4f,27.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.52025131765
243,16158,0x9ce6,20.0,4.4,Fog,Jam,1,Meal,scooter,2.0,No,,32,20002.52025131765
244,7963,0x31ae,25.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.52025131765
245,26827,0x1cab,21.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.52025131765
246,31905,0x3a8e,29.0,5.0,Fog,Medium,1,Drinks,motorcycle,,No,Urban,30,20002.52025131765
247,20458,0x4723,34.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.52025131765
248,39060,0xdc4a,22.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.52025131765
249,42896,0x791c,27.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,11,20002.52025131765
250,5654,0xbe02,26.0,4.8,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,20002.520251317605
251,3779,0xadf8,22.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.520251317605
252,25315,0xc0c8,20.0,4.7,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.520251317605
253,3344,0x9186,37.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520251317605
254,31261,0xb0a4,35.0,4.0,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520251317605
255,36612,0x605d,39.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,50,20002.520251317605
256,39753,0xdc05,25.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520251317605
257,28140,0x684f,20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.520251317605
258,12967,0x856b,30.0,4.8,Sunny,Low,1,Drinks,motorcycle,,No,Metropolitian,12,20002.520251317605
259,23480,0xbb8c,25.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16,20002.520251317605
260,6633,0x9d28,24.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,12,20002.520251316964
261,313,0x5b70,24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,20002.520251316964
262,26818,0x617,,,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520251316964
263,44678,0x84f0,26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520251316964
264,5961,0x301e,30.0,4.5,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520251316964
265,32223,0x4414,26.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.520251316964
266,40462,0x2090,33.0,4.2,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520251316964
267,13657,0x9b42,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.520251316964
268,4194,0xccb3,39.0,4.1,Stormy,Jam,2,Meal,scooter,3.0,Yes,Metropolitian,42,20002.520251316964
269,21270,0xce74,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20002.520251316964
270,4497,0x37fc,24.0,4.3,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.520251316964
271,23796,0x6d16,32.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,29,20002.520251316964
272,10951,0x6bfc,20.0,5.0,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,10,20002.520251316964
273,42673,0xd707,22.0,5.0,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,17,20002.520251316815
274,13295,0x6a3d,35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520251316815
275,25715,0xbeec,37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.520251316815
276,38755,0xd574,25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20002.520251316815
277,4650,0x1d46,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520251316815
278,8223,0x48e4,23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520251316815
279,22887,0x9569,35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520251316815
280,21907,0x4727,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.520251316815
281,9619,0xd642,38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.520251316815
282,28980,0x1e45,32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.520251316815
283,38510,0x121c,31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20002.520251316815
284,18321,0x864d,33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.5202513016
285,3063,0x8f99,27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5202513016
286,44691,0x448d,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.5202513016
287,2115,0x55df,30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.5202513016
288,7880,0x357e,36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,20002.5202513016
289,21948,0xb095,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.5202513016
290,42899,0xa6e1,34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.5202513016
291,248,0x2391,33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.5202513016
292,42406,0x206f,30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.5202513016
293,36541,0xe118,23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.5202513016
294,7627,0xd3e0,20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5202513016
295,35717,0x1228,25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520251297814
296,22079,0xa922,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.520251297814
297,44819,0xaa1a,37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.520251297814
298,40732,0xe1c0,31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.520251297814
299,13988,0x9b15,32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520251297814
300,25288,0x7b11,23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,20002.520251297814
301,5231,0x30de,37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.520251297814
302,37043,0x48da,37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520251297814
303,83,0xc042,34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251297814
304,12335,0xd110,28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.520251297814
305,2053,0x24e7,25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20002.52025128374
306,43350,0x6034,28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.52025128374
307,18245,0x9710,25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
308,22776,0x14c2,29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,20002.52025128374
309,43874,0x3a09,38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,20002.52025128374
310,22762,0x42d4,23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
311,25133,0x2c93,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,20002.52025128374
312,15255,0x1966,25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.52025128374
313,26072,0x88f4,21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52025128374
314,20179,0x9c07,39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
315,27226,0xb1fb,39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20002.52025128374
316,43237,0x89a8,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.52025128374
317,38551,0x4f1f,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.520251244823
318,11647,0x30dc,23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,20002.520251244823
319,15384,0xbe58,35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.520251244823
320,41069,0x5858,29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251244823
321,32545,0x635,,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,20002.520251244823
322,31591,0xc89f,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520251244823
323,41478,0xb9c2,24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,20002.520251244823
324,8713,0xbf14,,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251244823
325,41145,0xa24b,33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.520251240134
326,4191,0x4a24,28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.520251240134
327,22489,0xcd85,22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520251240134
328,30212,0x8180,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.520251240134
329,27034,0x3a2f,39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,20002.520251240134
330,31168,0x92b9,26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.520251240134
331,31438,0x1d6f,37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,20002.520251240134
332,37616,0x7107,36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251240134
333,16170,0x9325,34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.520251240134
334,8343,0x765f,25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,20002.520251240134
335,5960,0xa575,32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,20002.520251240134
336,37687,0xaca,26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.520251240134
337,3853,0xb9e9,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,20002.520251240134
338,43988,0x69fe,32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.520251131635
339,23905,0x7666,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.520251131635
340,34605,0x178e,39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,20002.520251131635
341,41798,0x5424,36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,20002.520251131635
342,29357,0x4912,32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.520251131635
343,29365,0x7777,26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520251131635
344,13904,0x1c7e,35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.520251131635
345,41939,0xaa21,25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251131635
346,5172,0x65e3,35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,20002.520251131635
347,26291,0xb2cc,38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.52025075938
348,2295,0xba02,32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20002.52025075938
349,32290,0x9e69,27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,20002.52025075938
350,14700,0x987b,23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.52025075938
351,4640,0x5653,32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.520250757818
352,35045,0x85a2,38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.520250757818
353,12859,0xcba4,25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.520250757818
354,26068,0x7fe4,37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.52025074798
355,37221,0x43b7,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.52025074798
356,37446,0x4b61,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,20002.52025074798
357,28972,0xc854,35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,20002.52025074713
358,19442,0x8ef5,26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.52025074713
359,42549,0x6a51,27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,20002.52025074713
360,6502,0x59e8,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,20002.520250746507
361,18421,0x86d2,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.520250746507
362,21342,0x6ce3,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520250746507
363,5078,0xdd03,21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.52025074511
364,26941,0x58a4,25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.52025074511
365,41466,0xc53a,22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52025074511
366,37730,0x6f71,20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.52025074181
367,31245,0x6111,22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,20002.52025074181
368,29214,0x7ce6,36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.520250739977
369,44756,0xa4a4,30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,20002.520250739977
370,28279,0xb59e,26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.52025073624
371,16164,0x63f7,22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.52025073509
372,4974,0x81e3,36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.52025073509
373,431,0x1aca,29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520250734502
374,37622,0x4200,32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.52025073221
375,45446,0xa1d2,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.52025073221
376,27673,0xb705,37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.52025073221
377,18960,0x461a,29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.520250731694
378,8313,0xc581,20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.520250731694
379,28843,0x2dbb,35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.520250731694
380,6324,0x1776,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250731573
381,11591,0x8a11,35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520250731573
382,22871,0x73f1,32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,20002.520250731573
383,23198,0xda66,20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.520250731573
384,45267,0xa997,23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.520250729507
385,21385,0xa7cf,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520250729507
386,23514,0x714e,34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.52025072816
387,36311,0x1cee,22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.52025072816
388,15361,0x8ba6,32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520250720732
389,13745,0x9243,35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520250720732
390,34685,0x1a89,22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20002.520249383313
391,42866,0x8e5,,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520249383313
392,22818,0xa278,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.520249383313
393,5321,0x6b57,39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.520249383313
394,36350,0x2606,37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.52024938057
395,21897,0x8b3d,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.52024937982
396,13649,0x50f1,24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.52024937664
397,9162,0x1e73,32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.52024937664
398,24441,0xd5fb,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,20002.52024937664
399,18246,0x4611,34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.52024937664
400,45157,0x98d9,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,20002.52024937658
401,18772,0xae8b,36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.52024937658
402,41726,0x73b8,36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.52024937658
403,10764,0x16af,,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,20002.520249374986
404,13802,0x405,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520249374986
405,1555,0x962e,38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520249374986
406,21479,0x8393,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.520249373556
407,31054,0x9950,27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.520249373556
408,30925,0x309d,20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20002.520249373556
409,20254,0x14eb,29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,20002.520249372632
410,11402,0xc1a7,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.520249372465
411,12854,0x6f23,23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520249372465
412,25131,0xdc5f,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.520249372465
413,32005,0x52b5,26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,20002.520249370904
414,18463,0x6bf6,26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.520249370904
415,1997,0x90e1,32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.520249370886
416,22747,0xabf1,31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520249370886
417,39558,0x313e,29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520249370304
418,10012,0x883d,21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.520249370304
419,39521,0x6e9,,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520249370304
420,26326,0x7ee7,27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.520249370024
421,34098,0xe1a,32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20002.520249370024
422,17417,0xb3e4,22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520249370024
423,40323,0x999,34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,20002.520249370024
424,1558,0x4947,35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024936258
425,33138,0xb50f,29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.52024936258
426,5081,0x57fb,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52024936258
427,8201,0x7435,30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.52024936258
428,32163,0x8d23,36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246778717
429,32870,0x96bd,33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.520246778717
430,32141,0x32b8,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520246778717
431,738,0x4c17,37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246778717
432,10378,0x8191,30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.520246778717
433,709,0xdbab,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,20002.520246778717
434,9464,0x653f,36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.520246778717
435,31866,0x2e81,38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520246778717
436,43335,0x7526,36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.520246778717
437,18169,0x9887,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,20002.520246778717
438,5098,0xb23f,29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520246757063
439,45083,0x3563,37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.520246757063
440,29557,0x9429,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246757063
441,21056,0xb4ec,38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.520246757063
442,36988,0x1647,25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,20002.520246757063
443,43105,0x660c,39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.520246757063
444,44051,0x4fda,32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.520246757063
445,45246,0x8844,25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.520246757063
446,23307,0xdc1f,26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,20002.520246757063
447,17792,0xb86d,27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.520246757063
448,25065,0xbe5c,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.520246757063
449,30127,0x7544,37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.520246757063
450,16054,0xcd53,38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.520246757063
451,18358,0x3078,23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.520246757063
